50.15	-96.8833
46.737	-53.3633
54.8	-66.8167
60.7167	-135.05
49.4837	-58.1166
51.2171	-102.4665
45.6269	-61.9982
48.95	-54.55
52.3666	-97.0333
49.8226	-64.348
52.9666	-113.3833
55.8504	-92.0833
49.5171	-96.6833
48.4462	-89.275
43.88	-78.85
48.4333	-71.0667
50.9333	-102.8
50.5671	-111.9
51.15	-100.05
54.7666	-127.1666
54.5	-128.5833
62.4001	-110.7333
52.9837	-122.4833
53.9666	-94.7666
44.65	-63.6
60.1166	-128.8
46.0661	-60.18
55.767	-120.2333
59.5666	-108.6166
48.4666	-81.3333
52.17	-106.67
63.7505	-68.5002
46.25	-83.55
62.442	-114.397
53.0167	-112.8166
50.0171	-125.25
51.0005	-118.1833
54.1301	-108.4347
48.7504	-91.6166
49.1	-116.5167
56.35	-94.7
49.5167	-115.7667
45.967	-81.9333
51.083	-114.08
52.95	-89.8833
45.3337	-80.033
50.6667	-120.3333
48.8666	-72.2333
47.585	-52.681
52.2166	-87.8833
69.3833	-123.9833
52.9166	-82.4333
48.4337	-68.5167
55.1666	-118.8
48.8	-79.2
50.3018	-64.0173
53.2	-105.75
50.4	-105.55
49.8837	-124.55
66.1333	-65.75
49.4837	-117.2833
56.2333	-117.2833
47.3837	-79.6833
45.5833	-62.6333
61.3504	-139
46.1171	-70.6667
49.2734	-123.1216
50.0333	-110.6833
52.5333	-56.3
49.1744	-57.4269
53.5	-112.05
52.1484	-128.1173
62.8167	-92.0953
44.5666	-80.85
54.7719	-111.9647
55.45	-60.2167
53.9666	-97.8333
64.1538	-83.1766
67.7987	-115.1254
65.2837	-126.85
61.1666	-113.683
67.4915	-134.895
51.4504	-56.95
58.1	-68.4
64.3125	-76.5386
53.7014	-57.0121
54.7666	-101.8833
70.7334	-117.75
45.8503	-77.1166
64.317	-96.0167
51.2806	-80.658
49.7833	-92.8333
48.95	-57.9333
49.9	-119.4833
60	-111.8833
55.9833	-87.65
46.5504	-75.5
47.567	-59.15
51.467	-109.1333
69.2565	-81.7936
52.8504	-102.3833
49.6833	-125
50.4171	-73.8666
44.2337	-76.4833
52.2333	-78.5167
49.2227	-68.158
46.3	-79.45
52.7666	-108.2833
60.85	-115.7
59.2666	-105.8333
53.4	-117.5834
43.7	-79.42
53.55	-113.5
68.6333	-95.9167
61.85	-121.3333
66.5295	-86.2829
49.7005	-112.8333
46.5	-80.9666
50.2837	-107.7666
50.45	-104.617
45.0171	-74.7333
69.5333	-93.5333
69.4548	-133.0492
52.617	-94.0666
42.97	-81.25
50.1913	-61.8107
49.1	-66.6833
44.6	-79.4167
49.7667	-94.4666
44.3838	-79.7
45.4	-71.9
51.3837	-55.6
54.1766	-58.4473
66.2666	-128.6333
49.967	-55.583
56.25	-120.8333
48.7504	-86.3667
48.8373	-64.4934
55.8005	-98.85
50.6837	-121.9333
56.7333	-111.3833
52.8833	-118.0834
48.817	-56.8666
52.333	-112.6833
55.1	-105.3
57.8832	-101.6666
46.1	-60.754
51.2423	-58.647
45.5	-73.5833
46.84	-71.2456
45.4167	-75.7
